"ID","ESP_NAME","ADDRESS","CITY","COUNTY","STATE","ZIPCODE","LATITUDE","LONGITUDE","ESP_SCORE"
505937,"FL005000049","2350 NW 75th St","Miami","Miami-Dade","FL",33147,25.842811,-80.236319,96
505938,"FL005000838","2940 NW 18th Ave","Miami","Miami-Dade","FL",33142,25.80394,-80.225874,97
505939,"FL005000853","1500 NW 7th Ct","Miami","Miami-Dade","FL",33136,25.789459,-80.208069,100
505940,"FL005000832","357 NW 3rd St","Miami","Miami-Dade","FL",33128,25.776995,-80.200621,96
505941,"FL005000817","5301 NW 23rd Ave","Miami","Miami-Dade","FL",33142,25.823341,-80.234506,99
505942,"FL005000833","750 NW 18th Ter","Miami","Miami-Dade","FL",33136,25.792951,-80.207974,95
505943,"FL005000822","2200 NW 54th St","Miami","Miami-Dade","FL",33142,25.823924,-80.233692,96
505944,"FL080000006","567 Mango Dr","West Palm Beach","Palm Beach","FL",33415,26.668994,-80.117205,98
505945,"FL005000837","1919 NW 29th St","Miami","Miami-Dade","FL",33142,25.803128,-80.227895,97
505946,"FL005000824","2100 NW 54th St","Miami","Miami-Dade","FL",33142,25.823943,-80.232784,94
505947,"FL005000826","16850 NW 55th Ave","Miami Gardens","Miami-Dade","FL",33055,25.926379,-80.291096,96
505948,"FL005000821","150 NE 69th St","Miami","Miami-Dade","FL",33138,25.83842,-80.193461,97
505949,"NJ049000003","1 Clarke Rd","Bridgeton","Cumberland","NJ","08302",39.440398,-75.228764,96
505950,"OK073000017","4006 W 56th St Apt","Tulsa","Tulsa","OK",74107,36.082268,-96.037351,99
505951,"TX018000022","5401 Utica Ave","Lubbock","Lubbock","TX",79414,33.545155,-101.913533,92
505952,"TX023000015","3710 Magnolia St","Beaumont","Jefferson","TX",77703,30.11574,-94.113146,95
505953,"TX023000016","3705 E Lucas Dr","Beaumont","Jefferson","TX",77708,30.123143,-94.139089,99
505954,"TX003000012","10529 Champlain St","El Paso","El Paso","TX",79924,31.91834,-106.41097,99
505955,"TX018000021","1318 52nd St","Lubbock","Lubbock","TX",79412,33.547171,-101.849719,97
505956,"TX073000006","800 W Egly Ave Apt 1802","Pharr","Hidalgo","TX",78577,26.202297,-98.19191,99
505957,"TX073000003","715 W Park Ave","Pharr","Hidalgo","TX",78577,26.195294,-98.192448,98
505958,"TX439000001","609 Magdalena St","Anthony","El Paso","TX",79821,31.995391,-106.596351,97
505959,"TX073000007","211 W Audrey St Apt 1201","Pharr","Hidalgo","TX",78577,26.203121,-98.185719,99
505960,"TX073000005","421 E Thomas Rd","Pharr","Hidalgo","TX",78577,26.129556,-98.187136,91
505961,"TX073000004","415 E Thomas Rd Apt 101","Pharr","Hidalgo","TX",78577,26.129657,-98.187832,94
505962,"IN030000001","520 SE 2nd St","Washington","Daviess","IN",47501,38.651498,-87.173128,98
505963,"KS033000001","411 N Mill St","Minneapolis","Ottawa","KS",67467,39.124279,-97.710759,99
505964,"KS086000001","914 Kansas St","Downs","Osborne","KS",67437,39.50443,-98.549822,96
505965,"KS091000001","1701 Sunset Trl Apt A","Hays","Ellis","KS",67601,38.873711,-99.307596,95
505966,"KS071000001","606 Pershing Ave","Garden City","Finney","KS",67846,37.975894,-100.864832,99
505967,"KS059000001","102 Kaufman St","Moundridge","McPherson","KS",67107,38.20924,-97.517336,97
505968,"KS068000001","200 Shawnee St","Leavenworth","Leavenworth","KS",66048,39.319592,-94.910907,99
505969,"KS066000001","211 Hymer Dr Apt 1A","Sedgwick","Sedgwick","KS",67135,37.909629,-97.426657,95
505970,"KS155000001","606 Independence Ave","Cherryvale","Montgomery","KS",67335,37.267407,-95.559344,98
505971,"MN002000006","630 Cedar Ave S","Minneapolis","Hennepin","MN",55454,44.96742,-93.247508,95
505972,"MS005000008","643A Bradford St","Biloxi","Harrison","MS",39530,30.406754,-88.883329,89
539283,"NE115000001","702 Hayward Ave Apt 101","Chappell","Deuel","NE",69129,41.097875,-102.469347,99
539293,"NE120000001","810 20th St","Gothenburg","Dawson","NE",69138,40.938292,-100.155019,93
539302,"NJ005000003","826 Southard St","Trenton","Mercer","NJ","08638",40.232552,-74.760968,94
539618,"TX186000001","401 Hobson St","Nocona","Montague","TX",76255,33.781555,-97.728821,96
539620,"TX147000001","101 Evans Ave","Kenedy","Karnes","TX",78119,28.827449,-97.845388,99
539625,"TX192000010","42 Brandon Pl","Gorman","Eastland","TX",76454,32.221,-98.8001,98
539630,"TX278000001","N. Washington","Bronte","Coke","TX",76933,31.8885,-100.3169,96
539632,"TX296000001","701 Black St","Schulenburg","Fayette","TX",78956,29.675959,-96.907808,92
539634,"TX317000001","2485 7th St Apt 1","Ingleside","San Patricio","TX",78362,27.870362,-97.214671,95
539635,"TX320000001","109A S Willow St","Pecos","Reeves","TX",79772,31.425485,-103.500002,89
539638,"TX350000001","719 Main St Apt 1","Schertz","Guadalupe","TX",78154,29.5572,-98.2736,98
539641,"TX387000001","400 N Main St","Kemp","Kaufman","TX",75143,32.444411,-96.2325,96
539792,"WI073000001","602 3rd Ave W Apt 111","Osceola","Polk","WI",54020,45.321052,-92.697695,99
539795,"WI102000001","850 Morning Glory Ln Apt 111","De Pere","Brown","WI",54115,44.446743,-88.084654,87
544129,"RQ005002009","B1 Florida Housing","Florida","Florida","PR","00650",18.3508,-66.5659,94
544169,"TX003000015","8604 Joaquin Ct","El Paso","El Paso","TX",79907,31.691104,-106.342535,89
544189,"RQ005002002","1 Res Ramon Marin Sola Apt 553","Arecibo","Arecibo","PR","00612",18.4178,-66.7577,95
544190,"RQ005002025","RES. JARD. DE SAN FERNANDO","Toa Alta","Toa Alta","PR","00953",18.3755,-66.2144,94
544193,"RQ005003019","RES. JUANA MATOS II","Catano","Catano","PR","00962",18.4359,-66.1276,97
544195,"RQ005003021","11 Res Barrio Palmas Apt 81","Catano","Catano","PR","00962",18.4368,-66.1439,96
544196,"RQ005003022","6 Res Jard De Catano Apt 31","Catano","Catano","PR","00962",18.4354,-66.1331,93
544200,"RQ005004020","2 Res Lorenzana Apt 7","San Lorenzo","San Lorenzo","PR","00754",18.1902,-65.9603,94
544202,"RQ005005019","50 Carr 987 Apt 100","Fajardo","Fajardo","PR","00738",18.364772,-65.631204,91
544203,"RQ005004015","85 Res Narciso Varona","Juncos","Juncos","PR","00777",18.2253,-65.9307,97
544207,"RQ005004018","1 Res La Riviera Apt 13","Las Piedras","Las Piedras","PR","00771",18.1868,-65.8765,97
544209,"RQ005005005","1 Ave Roberto Clemente Apt 1","Carolina","Carolina","PR","00985",18.386825,-65.965015,90
544211,"RQ005007004","4 Res Jard De Oriente Apt 49","Humacao","Humacao","PR","00791",18.1252,-65.8362,91
544213,"RQ005007001","1 Res Isidro Cora Apt 75","Arroyo","Arroyo","PR","00714",17.9791,-66.0646,95
544214,"RQ005006023","25 Comunidad San Martin 2","Juana Diaz","Juana Diaz","PR","00795",18.0592,-66.5142,96
544216,"RQ005005026","1 Galateo Apartments Apt 101","Rio Grande","Rio Grande","PR","00745",18.381,-65.8361,92
544217,"RQ005006017","1 Res Pales Matos Apt 1","Guayama","Guayama","PR","00784",17.9864,-66.1171,93
544220,"RQ005006016","500 Res Calimano Apt 16","Guayama","Guayama","PR","00784",17.9875,-66.1138,99
544222,"RQ005007011","C1 Calle 8","Yabucoa","Yabucoa","PR","00767",18.042415,-65.888998,93
544223,"RQ005009019","1 Res Lopez Nussa Apt 1","Ponce","Ponce","PR","00717",18.0061,-66.6112,93
544224,"RQ005009017","12 Rest Arstds Chavier Apt 61","Ponce","Ponce","PR","00728",18.0124,-66.6465,94
544228,"RQ005007009","1 Res Villa Del Caribe Apt 63","Patillas","Patillas","PR","00723",18.0304,-66.0015,94
544229,"RQ005009010","AVE.ROOSEVELT FINAL","Ponce","Ponce","PR","00717",18.0077,-66.6094,95
544230,"RQ005009012","RES. CARIBE","Ponce","Ponce","PR","00731",18.0744,-66.5964,99
544232,"RQ005009033","1 Res Fernando L Garcia Apt 1","Utuado","Ponce","PR","00641",18.0337,-66.6086,93
544233,"RQ005010008","Calle Loiza y Ave. Baldorioty De Castro","San Juan","San Juan","PR","00913",18.4579,-66.0429,90
544237,"RQ005009023","10 Res Lirios Del Sur Apt 96","Ponce","Ponce","PR","00716",17.9896,-66.6306,98
544240,"RQ005010006","39 Res Nmsio Canales Apt 709","San Juan","San Juan","PR","00918",18.4306,-66.0568,93
544243,"RQ005010017","1 Res Las Margaritas Apt 634","San Juan","San Juan","PR","00915",18.436,-66.0385,95
544252,"RQ005010023","1 Ave Park Gdns Apt 31","San Juan","San Juan","PR","00926",18.3856,-66.0351,90
544253,"RQ005010046","440 Calle Turin Apt 1","San Juan","San Juan","PR","00924",18.418347,-66.033302,96
546993,"RQ005009034","1 Res Jard De Utuado","Utuado","Utuado","PR","00641",18.269104,-66.698314,93
547009,"RQ005010013","815 Calle Ana Otero Apt 100","San Juan","San Juan","PR","00924",18.407779,-66.024506,71
547397,"KS001000055","915 Washington Blvd Apt 200","Kansas City","Wyandotte","KS",66101,39.1183,-94.633645,94
547407,"KS001000056","1131 Central Ave Apt G1","Kansas City","Wyandotte","KS",66102,39.102105,-94.63948,96
547413,"KS001000051","1968 N 2nd St","Kansas City","Wyandotte","KS",66101,39.12799,-94.615106,91
547431,"KS001000053","1702 S 37th Ct","Kansas City","Wyandotte","KS",66106,39.069051,-94.671794,98
547440,"IN012000004","500 Scribner Dr","New Albany","Floyd","IN",47150,38.286178,-85.826578,97
547458,"MA002002121","44 Border St","East Boston","Suffolk","MA","02128",42.37143,-71.042695,99
547705,"TX011000001","314 Park St","Laredo","Webb","TX",78040,27.517221,-99.498932,94
547735,"TX011000004","700 Juarez Ave Apt 411","Laredo","Webb","TX",78040,27.506065,-99.509611,99
547744,"TX011000005","1637 E Elm Loop","Laredo","Webb","TX",78043,27.525476,-99.478138,91
549204,"AL001000043","1909 14th Way SW","Birmingham","Jefferson","AL",35211,33.468794,-86.851364,99
549278,"CA008000124","411 Boomerang Dr","Bakersfield","Kern","CA",93307,35.301498,-119.006587,95
549279,"CA010000002","1300 Roosevelt Ave","Richmond","Contra Costa","CA",94801,37.939789,-122.357109,49
549562,"MN183000001","112 Cherry St","Arco","Lincoln","MN",56113,44.3818,-96.18638,99
549583,"MT029000001","200 California St Apt 1","Glendive","Dawson","MT",59330,47.126359,-104.694516,92
549633,"NE003000003","911 Baumann Dr","Grand Island","Hall","NE",68803,40.926355,-98.363323,100
549671,"NM050000001","56 Camino De Jacobo","Santa Fe","Santa Fe","NM",87507,35.644595,-106.019624,77
549694,"OH005000004","958 Wilmington Ave","Dayton","Montgomery","OH",45420,39.728157,-84.155133,84
549704,"OH005000005","220 Park Manor Dr","Dayton","Montgomery","OH",45410,39.754255,-84.18268,80
549723,"OH004000217","3163 Moosewood Ave","Cincinnati","Hamilton","OH",45225,39.141303,-84.550747,49
549736,"OH005000002","2765 Wentworth Ave","Dayton","Montgomery","OH",45406,39.796595,-84.252842,85
549748,"SC002000007","109 Crane Creek Dr","Columbia","Richland","SC",29203,34.106802,-81.027264,100
549798,"TN003000012","3911 Nerva Rd Apt","Knoxville","Knox","TN",37918,36.002523,-83.952463,82
549816,"TX007010109","7100 Dahlia Cir","Brownsville","Cameron","TX",78520,25.973175,-97.591565,97
549836,"TX021000001","1500 Dublin St","Brownwood","Brown","TX",76801,31.731851,-98.992127,93
549924,"HI001000043","78-6725 Makolea St","Kailua Kona","Hawaii","HI",96740,19.578968,-155.964452,93
549960,"KS023000001","210 W 9th St Apt 111","Kinsley","Edwards","KS",67547,37.919975,-99.414042,99
549973,"KY104000001","120 E Cedar St","Scottsville","Allen","KY",42164,36.757038,-86.188266,89
549982,"MI077000001","217 Dakota Ave Apt 111","Gladstone","Delta","MI",49837,45.845719,-87.00815,80
550013,"MT007000001","11A Skyline Dr","Glasgow","Valley","MT",59230,48.199982,-106.625393,87
550026,"NE086000001","501 E 6th St","Bayard","Morrill","NE",69334,41.756358,-103.318126,93
550079,"TX313000001","254 N 13th St Apt 116","Aransas Pass","San Patricio","TX",78336,27.915799,-97.15666,93
553832,"NM063000002","4TH&YUCCA","Vaughn","Guadalupe","NM",88353,34.783,-104.7101,93
553834,"NM063000001","507 D Ave. Apt. P","Carrizozo","Lincoln","NM",88301,33.647868,-105.87885,92
557089,"AL005000002","300A Fred Douglas Apts","Phenix City","Russell","AL",36867,32.4743,-85.0044,97
557093,"AL103000001","200 Slocomb Rd","Hartford","Geneva","AL",36344,31.106004,-85.689132,85
557098,"AL174000002","1016A I St","Alexander City","Tallapoosa","AL",35010,32.957687,-85.947663,90
557099,"AL181000001","204 Rabb Dr","Evergreen","Conecuh","AL",36401,31.425956,-86.946147,80
557101,"AR021000001","808 E Hale Ave","Osceola","Mississippi","AR",72370,35.702716,-89.961562,96
557105,"AR112000001","301 W Main St Apt 1","Marmaduke","Greene","AR",72443,36.185863,-90.387277,96
557136,"CA026000003","1711 Robertson Rd","Modesto","Stanislaus","CA",95351,37.61346,-121.016579,91
557157,"CT004000082","109 Frank St","New Haven","New Haven","CT","06519",41.295247,-72.94067,94
557161,"CT013000100","11 Elms Village Dr","East Hartford","Hartford","CT","06118",41.735615,-72.623709,93
557164,"DC001001340","617 Morton St NW Apt 22","Washington","District Of Columbia","DC",20010,38.932346,-77.021949,90
557168,"DC001001391","2125 4th St NW Apt 111","Washington","District Of Columbia","DC",20001,38.918679,-77.017548,90
557169,"DC001001640","2855 Bladensburg Rd NE","Washington","District Of Columbia","DC",20018,38.926889,-76.96266,93
557197,"FL005000841","2050 NW 24th St","Miami","Miami-Dade","FL",33142,25.799061,-80.229078,81
557199,"GA023000004","2128 W Gordon Ave Apt 9","Albany","Dougherty","GA",31707,31.567319,-84.201453,90
557207,"FL005000834","1150 NW 11th Street Rd","Miami","Miami-Dade","FL",33136,25.785055,-80.209656,82
557212,"DC001005300","2516 Sheridan Rd SE Ste 1","Washington","District Of Columbia","DC",20020,38.860073,-76.993344,93
557215,"FL005000835","800 NW 13th Ave","Miami","Miami-Dade","FL",33125,25.78193,-80.216577,86
557217,"FL005000843","15201 SW 288th St","Homestead","Miami-Dade","FL",33033,25.499656,-80.436923,84
557219,"GA063000003","1111 McClendon Ct","Cordele","Crisp","GA",31015,31.981909,-83.797031,92
557222,"GA064000002","1732 Bethel Rd","Bainbridge","Decatur","GA",39817,30.931645,-84.607603,96
557226,"FL001000045","6455 Argyle Forest Blvd","Jacksonville","Duval","FL",32244,30.193074,-81.745695,93
557233,"GA067000123","553 Lemon St NE","Dawson","Terrell","GA",39842,31.779533,-84.44245,91
557236,"FL001000050","11815 Alden Rd","Jacksonville","Duval","FL",32246,30.301885,-81.513384,96
557237,"FL005000845","10115 Circle Plz W","Miami","Miami-Dade","FL",33157,25.609578,-80.356539,80
557238,"FL032000001","515 SW 2nd Ave","Ocala","Marion","FL",34471,29.182483,-82.138467,92
557247,"IA127000001","105 1st Ave SW","Hampton","Franklin","IA",50441,42.741001,-93.2089,87
557264,"GA224000092","439 R D Hill Plaza Dr","Greenville","Meriwether","GA",30222,33.1539,-84.6417,85
557266,"IA025000001","604 South Ave Apt 1","Essex","Page","IA",51638,40.829542,-95.304585,89
557272,"GA101000002","1923 Woodlawn Ave","Tifton","Tift","GA",31794,31.443665,-83.50421,94
557304,"KS050000001","555 Southern Ave Apt 1","Agra","Phillips","KS",67621,39.76047,-99.119561,89
557326,"LA001008708","4050 Hamburg St","New Orleans","Orleans","LA",70122,29.998511,-90.075148,99
557331,"KY059000001","419 Licking St","Falmouth","Pendleton","KY",41040,38.672942,-84.326303,85
557335,"LA001015402","2519 Thalia St","New Orleans","Orleans","LA",70113,29.944981,-90.083837,93
557336,"LA001008710","1401 Caton St","New Orleans","Orleans","LA",70122,29.99805,-90.076848,100
557345,"LA061000001","HARVEY PLACE","Jonesboro","Jackson","LA",71251,32.233,-92.6831,55
557387,"MN089000001","116 State St Apt 111","Jackson","Jackson","MN",56143,43.62553,-94.984983,81
557397,"MS121000001","301 Sunflower Rd","Itta Bena","Leflore","MS",38941,33.500149,-90.327649,81
557407,"NC009000019","632 Volunteer Dr","Fayetteville","Cumberland","NC",28301,35.041286,-78.868731,92
557409,"NC010000011","1300 Bay St","Morehead City","Carteret","NC",28557,34.724702,-76.719934,98
557415,"MO103000001","801 E Hickland St","Princeton","Mercer","MO",64673,40.397779,-93.585699,94
557417,"NC009000020","1221 Beebe Estate Cir","Fayetteville","Cumberland","NC",28314,35.048302,-78.994301,92
557432,"MO022000001","207A N Canal St","Steele","Pemiscot","MO",63877,36.083976,-89.828869,77
557435,"MS001000001","208 Gordon St","Hattiesburg","Forrest","MS",39401,31.3318,-89.286661,94
557436,"MS060000040","404A Grenn St","Brookhaven","Lincoln","MS",39601,31.571143,-90.432433,98
557437,"NC009000025","217 Lincoln Dr","Fayetteville","Cumberland","NC",28301,35.045812,-78.87261,95
557440,"NC074000001","327 Harrington St NW","Lenoir","Caldwell","NC",28645,35.925926,-81.536199,94
557446,"NV018002405","50 N Honolulu St","Las Vegas","Clark","NV",89110,36.16011,-115.093381,90
557464,"NV018002402","900 Brush St","Las Vegas","Clark","NV",89107,36.161246,-115.210562,92
557471,"NJ049000002","110 E Commerce St","Bridgeton","Cumberland","NJ","08302",39.428726,-75.233086,80
557475,"NY055000004","20 Lake St","Massapequa","Nassau","NY",11758,40.667706,-73.426089,94
557484,"NV018002404","1030 Center St","Henderson","Clark","NV",89015,36.050707,-114.966989,95
557487,"NY022000002","31 Manor Sites","Cohoes","Albany","NY",12047,42.787928,-73.714827,90
557496,"PA006000303","113 Village Dr","Coraopolis","Allegheny","PA",15108,40.504784,-80.140638,93
557504,"OH021000025","1707 E High St","Springfield","Clark","OH",45505,39.921108,-83.783733,82
557506,"PA006000501","412 E 8th Ave","Homestead","Allegheny","PA",15120,40.40862,-79.907266,92
557508,"PA018000001","167 Gardlock Ct","New Kensington","Westmoreland","PA",15068,40.561132,-79.736207,90
557510,"PA006000812","400 Trefoil Ct","Monroeville","Allegheny","PA",15146,40.42487,-79.759047,98
557516,"PA006000502","411 E 8th Ave Apt 211","Homestead","Allegheny","PA",15120,40.408945,-79.907343,98
557518,"PA018000006","1632 Horne Blvd","Arnold","Westmoreland","PA",15068,40.576799,-79.767107,91
557519,"PA006000817","100 Felicity Dr","Pittsburgh","Allegheny","PA",15237,40.551216,-80.01506,93
557526,"PA006000504","441 E 8th Ave","Homestead","Allegheny","PA",15120,40.40896,-79.906972,98
557529,"RI008000001","5 Chestnut St","Westerly","Washington","RI","02891",41.375873,-71.825891,89
557530,"PA006000818","110 McIntyre Rd","Pittsburgh","Allegheny","PA",15237,40.551222,-80.016367,90
557531,"PA022000004","440 E King St","York","York","PA",17403,39.963712,-76.717855,90
557534,"PA006000103","892 Veterans Ln Apt 311","Natrona Heights","Allegheny","PA",15065,40.652059,-79.709712,99
557538,"SC001000040","33 Flood St","Charleston","Charleston","SC",29403,32.78956,-79.953818,91
557542,"SC003000100","111 Hanover Pl","Spartanburg","Spartanburg","SC",29306,34.937005,-81.916382,90
557543,"RI006000001","70 Warwick Ave Apt 111","Cranston","Providence","RI","02905",41.775657,-71.40182,94
557549,"TN014000001","46 Mark Ave","Fayetteville","Lincoln","TN",37334,35.149567,-86.57825,91
557569,"TN052000001","121 Drew Ct","Huntingdon","Carroll","TN",38344,36.005859,-88.434168,98
557570,"TX018000023","2412 Frankford Ave","Lubbock","Lubbock","TX",79407,33.572415,-101.939926,90
557574,"TX030000001","711 W Calhoun Ave","Temple","Bell","TX",76501,31.101678,-97.348027,94
557581,"SC003000180","502 Brawley St","Spartanburg","Spartanburg","SC",29303,34.954262,-81.94415,94
557583,"TX024000001","101A Sunrise St","Commerce","Hunt","TX",75428,33.253432,-95.885779,84
557584,"TX030000003","100 N 7th St","Temple","Bell","TX",76501,31.098796,-97.344899,98
557601,"TX079000001","702 Wolf St","Killeen","Bell","TX",76541,31.112354,-97.737983,89
557603,"TX206000001","100 Hibiscus St","Los Fresnos","Cameron","TX",78566,26.074723,-97.475927,98
557607,"TX406000001","#2 Mary Estill/#4","Huntsville","Walker","TX",77320,30.730868,-95.54296,92
557616,"WV024000001","1225 Myers Ave","Dunbar","Kanawha","WV",25064,38.358713,-81.740417,97
557626,"TX550000001","MacArthur Ave #1","Wake Village","Bowie","TX",75501,33.4035,-94.0768,97
557634,"WV003000010","1030 Chapline St","Wheeling","Ohio","WV",26003,40.070226,-80.721569,96
557701,"IL083000001","636 Maryland Ave","Rockford","Winnebago","IL",61102,42.269596,-89.1441,75
557736,"TX229000001","801, 803, 805, 807, 809, 811, 813, 815 Nelson","Diboll","Angelina","TX",75941,31.172082,-94.789184,91
557775,"OH008000002","438 Lane Dr SW","Warren","Trumbull","OH",44483,41.221926,-80.823443,87
557789,"TX322150500","1503 Lance Ln","Round Rock","Williamson","TX",78664,30.514547,-97.663035,96
557790,"TX395000001","627 W George St","Port Lavaca","Calhoun","TX",77979,28.615077,-96.633621,78
558067,"OH004000204","6312 Montgomery Rd","Cincinnati","Hamilton","OH",45213,39.184695,-84.422286,54
564757,"CT007000010","38 Merrell Ave","Stamford","Fairfield","CT","06902",41.054551,-73.554805,100
564758,"MD015015853","1207 Marcy Ave","Oxon Hill","Prince George's","MD",20745,38.817774,-76.988942,96
564789,"NC087000003","103 Robert Ct","Lewiston Woodville","Bertie","NC",27849,36.122974,-77.16977,99
564791,"MD007000002","735 Monroe St","Rockville","Montgomery","MD",20850,39.074563,-77.153155,99
564792,"NC087000001","101 Roanoke Ct Apt","Jamesville","Martin","NC",27846,35.814438,-76.899124,81
564795,"LA231000022","605 N Park Dr","Iowa","Calcasieu","LA",70647,30.244538,-93.009972,71
564799,"MD007000001","1200 1st St Apt","Rockville","Montgomery","MD",20850,39.093231,-77.134202,86
564802,"NJ048000003","56 N Taylor Ave","Neptune","Monmouth","NJ","07753",40.211663,-74.033881,98
564803,"NY100000001","579 Merrick Rd","Rockville Centre","Nassau","NY",11570,40.654252,-73.632211,88
564807,"NY026000001","126 Valley St","Sleepy Hollow","Westchester","NY",10591,41.081693,-73.86247,92
